level1,level2,pattern,weight
liwc,affect,fantastic*,1
liwc,affect,fatal*,1
liwc,affect,fatigu*,1
liwc,affect,fault*,1
liwc,affect,favor*,1
liwc,affect,favour*,1
liwc,affect,fear,1
liwc,affect,feared,1
liwc,affect,fearful*,1
liwc,affect,fearing,1
liwc,affect,fearless*,1
liwc,affect,fears,1
liwc,affect,feroc*,1
liwc,affect,festiv*,1
liwc,affect,feud*,1
liwc,affect,fiery,1
liwc,affect,fiesta*,1
liwc,affect,fight*,1
liwc,affect,fine,1
liwc,affect,fired,1
liwc,affect,flatter*,1
liwc,affect,flawless*,1
liwc,affect,flexib*,1
liwc,affect,flirt*,1
liwc,affect,flunk*,1
liwc,affect,foe*,1
liwc,affect,fond,1
liwc,affect,fondly,1
liwc,affect,fondness,1
liwc,affect,fool*,1
liwc,affect,forbid*,1
liwc,affect,forgave,1
liwc,affect,forgiv*,1
liwc,affect,fought,1
liwc,affect,frantic*,1
liwc,affect,freak*,1
liwc,affect,free,1
liwc,affect,freeb*,1
liwc,affect,freed*,1
liwc,affect,freeing,1
liwc,affect,freely,1
liwc,affect,freeness,1
liwc,affect,freer,1
liwc,affect,frees*,1
liwc,affect,friend*,1
liwc,affect,fright*,1
liwc,affect,frustrat*,1
liwc,affect,fuck,1
liwc,affect,fucked*,1
liwc,affect,fucker*,1
liwc,affect,fuckin*,1
liwc,affect,fucks,1
liwc,affect,fume*,1
liwc,affect,fuming,1
liwc,affect,fun,1
liwc,affect,funn*,1
liwc,affect,furious*,1
liwc,affect,fury,1
liwc,affect,geek*,1
liwc,affect,genero*,1
liwc,affect,gentle,1
liwc,affect,gentler,1
liwc,affect,gentlest,1
liwc,affect,gently,1
liwc,affect,giggl*,1
liwc,affect,giver*,1
liwc,affect,giving,1
liwc,affect,glad,1
liwc,affect,gladly,1
liwc,affect,glamor*,1
liwc,affect,glamour*,1
liwc,affect,gloom*,1
liwc,affect,glori*,1
liwc,affect,glory,1
liwc,affect,goddam*,1
liwc,affect,good,1
liwc,affect,goodness,1
liwc,affect,gorgeous*,1
liwc,affect,gossip*,1
liwc,affect,grace,1
liwc,affect,graced,1
liwc,affect,graceful*,1
liwc,affect,graces,1
liwc,affect,graci*,1
liwc,affect,grand,1
liwc,affect,grande*,1
liwc,affect,gratef*,1
liwc,affect,grati*,1
liwc,affect,grave*,1
liwc,affect,great,1
liwc,affect,greed*,1
liwc,affect,grief,1
liwc,affect,griev*,1
liwc,affect,grim*,1
liwc,affect,grin,1
liwc,affect,grinn*,1
liwc,affect,grins,1
liwc,affect,gross*,1
liwc,affect,grouch*,1
liwc,affect,grr*,1
liwc,affect,guilt*,1
liwc,affect,ha,1
liwc,affect,haha*,1
liwc,affect,handsom*,1
liwc,affect,happi*,1
liwc,affect,happy,1
liwc,affect,harass*,1
liwc,affect,harm,1
liwc,affect,harmed,1
liwc,affect,harmful*,1
liwc,affect,harming,1
liwc,affect,harmless*,1
liwc,affect,harmon*,1
liwc,affect,harms,1
liwc,affect,hate,1
liwc,affect,hated,1
liwc,affect,hateful*,1
liwc,affect,hater*,1
liwc,affect,hates,1
liwc,affect,hating,1
liwc,affect,hatred,1
liwc,affect,hazy,1
liwc,affect,heartbreak*,1
liwc,affect,heartbroke*,1
liwc,affect,heartfelt,1
liwc,affect,heartless*,1
liwc,affect,heartwarm*,1
liwc,affect,heaven*,1
liwc,affect,heh*,1
liwc,affect,hell,1
liwc,affect,hellish,1
liwc,affect,helper*,1
liwc,affect,helpful*,1
liwc,affect,helping,1
liwc,affect,helpless*,1
liwc,affect,helps,1
liwc,affect,hero*,1
liwc,affect,hesita*,1
liwc,affect,hilarious,1
liwc,affect,hoho*,1
liwc,affect,homesick*,1
liwc,affect,honest*,1
liwc,affect,honor*,1
liwc,affect,honour*,1
liwc,affect,hope,1
liwc,affect,hoped,1
liwc,affect,hopeful,1
liwc,affect,hopefully,1
liwc,affect,hopefulness,1
liwc,affect,hopeless*,1
liwc,affect,hopes,1
liwc,affect,hoping,1
liwc,affect,horr*,1
liwc,affect,hostil*,1
liwc,affect,hug,1
liwc,affect,hugg*,1
liwc,affect,hugs,1
liwc,affect,humiliat*,1
liwc,affect,humor*,1
liwc,affect,humour*,1
liwc,affect,hurra*,1
liwc,affect,hurt*,1
liwc,affect,ideal*,1
liwc,affect,idiot,1
liwc,affect,ignor*,1
liwc,affect,immoral*,1
liwc,affect,impatien*,1
liwc,affect,impersonal,1
liwc,affect,impolite*,1
liwc,affect,importan*,1
liwc,affect,impress*,1
liwc,affect,improve*,1
liwc,affect,improving,1
liwc,affect,inadequa*,1
liwc,affect,incentive*,1
liwc,affect,indecis*,1
liwc,affect,ineffect*,1
liwc,affect,inferior*,1
liwc,affect,inhib*,1
liwc,affect,innocen*,1
liwc,affect,insecur*,1
liwc,affect,insincer*,1
liwc,affect,inspir*,1
liwc,affect,insult*,1
liwc,affect,intell*,1
liwc,affect,interest*,1
liwc,affect,interrup*,1
liwc,affect,intimidat*,1
liwc,affect,invigor*,1
liwc,affect,irrational*,1
liwc,affect,irrita*,1
liwc,affect,isolat*,1
liwc,affect,jaded,1
liwc,affect,jealous*,1
liwc,affect,jerk,1
liwc,affect,jerked,1
liwc,affect,jerks,1
liwc,affect,joke*,1
liwc,affect,joking,1
liwc,affect,joll*,1
liwc,affect,joy*,1
liwc,affect,keen*,1
liwc,affect,kidding,1
liwc,affect,kill*,1
liwc,affect,kind,1
liwc,affect,kindly,1
liwc,affect,kindn*,1
liwc,affect,kiss*,1
liwc,affect,laidback,1
liwc,affect,lame*,1
liwc,affect,laugh*,1
liwc,affect,lazie*,1
liwc,affect,lazy,1
liwc,affect,liabilit*,1
liwc,affect,liar*,1
liwc,affect,libert*,1
liwc,affect,lied,1
liwc,affect,lies,1
liwc,affect,like,1
liwc,affect,likeab*,1
liwc,affect,liked,1
liwc,affect,likes,1
liwc,affect,liking,1
liwc,affect,livel*,1
liwc,affect,LMAO,1
liwc,affect,LOL,1
liwc,affect,lone*,1
liwc,affect,longing*,1
liwc,affect,lose,1
liwc,affect,loser*,1
liwc,affect,loses,1
liwc,affect,losing,1
liwc,affect,loss*,1
liwc,affect,lost,1
liwc,affect,lous*,1
liwc,affect,love,1
liwc,affect,loved,1
liwc,affect,lovely,1
liwc,affect,lover*,1
liwc,affect,loves,1
liwc,affect,loving*,1
liwc,affect,low*,1
liwc,affect,loyal*,1
liwc,affect,luck,1
liwc,affect,lucked,1
liwc,affect,lucki*,1
liwc,affect,luckless*,1
liwc,affect,lucks,1
liwc,affect,lucky,1
liwc,affect,ludicrous*,1
liwc,affect,lying,1
liwc,affect,mad,1
liwc,affect,maddening,1
liwc,affect,madder,1
liwc,affect,maddest,1
liwc,affect,madly,1
liwc,affect,magnific*,1
liwc,affect,maniac*,1
liwc,affect,masochis*,1
liwc,affect,melanchol*,1
liwc,affect,merit*,1
liwc,affect,merr*,1
liwc,affect,mess,1
liwc,affect,messy,1
liwc,affect,miser*,1
liwc,affect,miss,1
liwc,affect,missed,1
liwc,affect,misses,1
liwc,affect,missing,1
liwc,affect,mistak*,1
liwc,affect,mock,1
liwc,affect,mocked,1
liwc,affect,mocker*,1
liwc,affect,mocking,1
liwc,affect,mocks,1
liwc,affect,molest*,1
liwc,affect,mooch*,1
liwc,affect,mood,1
liwc,affect,moodi*,1
liwc,affect,moods,1
liwc,affect,moody,1
liwc,affect,moron*,1
liwc,affect,mourn*,1
liwc,affect,murder*,1
liwc,affect,nag*,1
liwc,affect,nast*,1
liwc,affect,neat*,1
liwc,affect,needy,1
liwc,affect,neglect*,1
liwc,affect,nerd*,1
liwc,affect,nervous*,1
liwc,affect,neurotic*,1
liwc,affect,nice*,1
liwc,affect,numb*,1
liwc,affect,nurtur*,1
liwc,affect,obnoxious*,1
liwc,affect,obsess*,1
liwc,affect,offence*,1
liwc,affect,offend*,1
liwc,affect,offens*,1
liwc,affect,ok,1
liwc,affect,okay,1
liwc,affect,okays,1
liwc,affect,oks,1
liwc,affect,openminded*,1
liwc,affect,openness,1
liwc,affect,opportun*,1
liwc,affect,optimal*,1
liwc,affect,optimi*,1
liwc,affect,original,1
liwc,affect,outgoing,1
liwc,affect,outrag*,1
liwc,affect,overwhelm*,1
liwc,affect,pain,1
liwc,affect,pained,1
liwc,affect,painf*,1
liwc,affect,paining,1
liwc,affect,painl*,1
liwc,affect,pains,1
liwc,affect,palatabl*,1
liwc,affect,panic*,1
liwc,affect,paradise,1
liwc,affect,paranoi*,1
liwc,affect,partie*,1
liwc,affect,party*,1
liwc,affect,passion*,1
liwc,affect,pathetic*,1
liwc,affect,peace*,1
liwc,affect,peculiar*,1
liwc,affect,perfect*,1
liwc,affect,personal,1
liwc,affect,perver*,1
liwc,affect,pessimis*,1
liwc,affect,petrif*,1
liwc,affect,pettie*,1
liwc,affect,petty*,1
liwc,affect,phobi*,1
liwc,affect,piss*,1
liwc,affect,piti*,1
liwc,affect,pity*,1
liwc,affect,play,1
liwc,affect,played,1
liwc,affect,playful*,1
liwc,affect,playing,1
liwc,affect,plays,1
liwc,affect,pleasant*,1
liwc,affect,please*,1
liwc,affect,pleasing,1
liwc,affect,pleasur*,1
liwc,affect,poison*,1
liwc,affect,popular*,1
liwc,affect,positiv*,1
liwc,affect,prais*,1
liwc,affect,precious*,1
liwc,affect,prejudic*,1
liwc,affect,pressur*,1
liwc,affect,prettie*,1
liwc,affect,pretty,1
liwc,affect,prick*,1
liwc,affect,pride,1
liwc,affect,privileg*,1
liwc,affect,prize*,1
liwc,affect,problem*,1
liwc,affect,profit*,1
liwc,affect,promis*,1
liwc,affect,protest,1
liwc,affect,protested,1
liwc,affect,protesting,1
liwc,affect,proud*,1
liwc,affect,puk*,1
liwc,affect,punish*,1
liwc,affect,radian*,1
liwc,affect,rage*,1
liwc,affect,raging,1
liwc,affect,rancid*,1
liwc,affect,rape*,1
liwc,affect,raping,1
liwc,affect,rapist*,1
liwc,affect,readiness,1
liwc,affect,ready,1
liwc,affect,reassur*,1
liwc,affect,rebel*,1
liwc,affect,reek*,1
liwc,affect,regret*,1
liwc,affect,reject*,1
liwc,affect,relax*,1
liwc,affect,relief,1
liwc,affect,reliev*,1
liwc,affect,reluctan*,1
liwc,affect,remorse*,1
liwc,affect,repress*,1
liwc,affect,resent*,1
liwc,affect,resign*,1
liwc,affect,resolv*,1
liwc,affect,respect,1
liwc,affect,restless*,1
liwc,affect,revenge*,1
liwc,affect,revigor*,1
liwc,affect,reward*,1
liwc,affect,rich*,1
liwc,affect,ridicul*,1
liwc,affect,rigid*,1
liwc,affect,risk*,1
liwc,affect,ROFL,1
liwc,affect,romanc*,1
liwc,affect,romantic*,1
liwc,affect,rotten,1
liwc,affect,rude*,1
liwc,affect,ruin*,1
liwc,affect,sad,1
liwc,affect,sadde*,1
liwc,affect,sadly,1
liwc,affect,sadness,1
liwc,affect,safe*,1
liwc,affect,sarcas*,1
liwc,affect,satisf*,1
liwc,affect,savage*,1
liwc,affect,save,1
liwc,affect,scare*,1
liwc,affect,scaring,1
liwc,affect,scary,1
liwc,affect,sceptic*,1
liwc,affect,scream*,1
liwc,affect,screw*,1
liwc,affect,secur*,1
liwc,affect,selfish*,1
liwc,affect,sentimental*,1
liwc,affect,serious,1
liwc,affect,seriously,1
liwc,affect,seriousness,1
liwc,affect,severe*,1
liwc,affect,shake*,1
liwc,affect,shaki*,1
liwc,affect,shaky,1
liwc,affect,shame*,1
liwc,affect,share,1
liwc,affect,shared,1
liwc,affect,shares,1
liwc,affect,sharing,1
liwc,affect,shit*,1
liwc,affect,shock*,1
liwc,affect,shook,1
liwc,affect,shy*,1
liwc,affect,sicken*,1
liwc,affect,sigh,1
liwc,affect,sighed,1
liwc,affect,sighing,1
liwc,affect,sighs,1
liwc,affect,silli*,1
liwc,affect,silly,1
liwc,affect,sin,1
liwc,affect,sincer*,1
liwc,affect,sinister,1
liwc,affect,sins,1
liwc,affect,skeptic*,1
liwc,affect,slut*,1
liwc,affect,smart*,1
liwc,affect,smil*,1
liwc,affect,smother*,1
liwc,affect,smug*,1
liwc,affect,snob*,1
liwc,affect,sob,1
liwc,affect,sobbed,1
liwc,affect,sobbing,1
liwc,affect,sobs,1
liwc,affect,sociab*,1
liwc,affect,solemn*,1
liwc,affect,sorrow*,1
liwc,affect,sorry,1
liwc,affect,soulmate*,1
liwc,affect,special,1
liwc,affect,spite*,1
liwc,affect,splend*,1
liwc,affect,stammer*,1
liwc,affect,stank,1
liwc,affect,startl*,1
liwc,affect,steal*,1
liwc,affect,stench,1
liwc,affect,stink*,1
liwc,affect,strain*,1
liwc,affect,strange,1
liwc,affect,strength*,1
liwc,affect,stress*,1
liwc,affect,strong*,1
liwc,affect,struggl*,1
liwc,affect,stubborn*,1
liwc,affect,stunk,1
liwc,affect,stunned,1
liwc,affect,stuns,1
liwc,affect,stupid*,1
liwc,affect,stutter*,1
liwc,affect,submissive*,1
liwc,affect,succeed*,1
liwc,affect,success*,1
liwc,affect,suck,1
liwc,affect,sucked,1
liwc,affect,sucker*,1
liwc,affect,sucks,1
liwc,affect,sucky,1
liwc,affect,suffer,1
liwc,affect,suffered,1
liwc,affect,sufferer*,1
liwc,affect,suffering,1
liwc,affect,suffers,1
liwc,affect,sunnier,1
liwc,affect,sunniest,1
liwc,affect,sunny,1
liwc,affect,sunshin*,1
liwc,affect,super,1
liwc,affect,superior*,1
liwc,affect,support,1
liwc,affect,supported,1
liwc,affect,supporter*,1
liwc,affect,supporting,1
liwc,affect,supportive*,1
liwc,affect,supports,1
liwc,affect,suprem*,1
liwc,affect,sure*,1
liwc,affect,surpris*,1
liwc,affect,suspicio*,1
liwc,affect,sweet,1
liwc,affect,sweetheart*,1
liwc,affect,sweetie*,1
liwc,affect,sweetly,1
liwc,affect,sweetness*,1
liwc,affect,sweets,1
liwc,affect,talent*,1
liwc,affect,tantrum*,1
liwc,affect,tears,1
liwc,affect,teas*,1
liwc,affect,tehe,1
liwc,affect,temper,1
liwc,affect,tempers,1
liwc,affect,tender*,1
liwc,affect,tense*,1
liwc,affect,tensing,1
liwc,affect,tension*,1
liwc,affect,terribl*,1
liwc,affect,terrific*,1
liwc,affect,terrified,1
liwc,affect,terrifies,1
liwc,affect,terrify,1
liwc,affect,terrifying,1
liwc,affect,terror*,1
liwc,affect,thank,1
liwc,affect,thanked,1
liwc,affect,thankf*,1
liwc,affect,thanks,1
liwc,affect,thief,1
liwc,affect,thieve*,1
liwc,affect,thoughtful*,1
liwc,affect,threat*,1
liwc,affect,thrill*,1
liwc,affect,ticked,1
liwc,affect,timid*,1
liwc,affect,toleran*,1
liwc,affect,tortur*,1
liwc,affect,tough*,1
liwc,affect,traged*,1
liwc,affect,tragic*,1
liwc,affect,tranquil*,1
liwc,affect,trauma*,1
liwc,affect,treasur*,1
liwc,affect,treat,1
liwc,affect,trembl*,1
liwc,affect,trick*,1
liwc,affect,trite,1
liwc,affect,triumph*,1
liwc,affect,trivi*,1
liwc,affect,troubl*,1
liwc,affect,TRUE,1
liwc,affect,trueness,1
liwc,affect,truer,1
liwc,affect,truest,1
liwc,affect,truly,1
liwc,affect,trust*,1
liwc,affect,truth*,1
liwc,affect,turmoil,1
liwc,affect,ugh,1
liwc,affect,ugl*,1
liwc,affect,unattractive,1
liwc,affect,uncertain*,1
liwc,affect,uncomfortabl*,1
liwc,affect,uncontrol*,1
liwc,affect,uneas*,1
liwc,affect,unfortunate*,1
liwc,affect,unfriendly,1
liwc,affect,ungrateful*,1
liwc,affect,unhapp*,1
liwc,affect,unimportant,1
liwc,affect,unimpress*,1
liwc,affect,unkind,1
liwc,affect,unlov*,1
liwc,affect,unpleasant,1
liwc,affect,unprotected,1
liwc,affect,unsavo*,1
liwc,affect,unsuccessful*,1
liwc,affect,unsure*,1
liwc,affect,unwelcom*,1
liwc,affect,upset*,1
liwc,affect,uptight*,1
liwc,affect,useful*,1
liwc,affect,useless*,1
liwc,affect,vain,1
liwc,affect,valuabl*,1
liwc,affect,value,1
liwc,affect,valued,1
liwc,affect,values,1
liwc,affect,valuing,1
liwc,affect,vanity,1
liwc,affect,vicious*,1
liwc,affect,victim*,1
liwc,affect,vigor*,1
liwc,affect,vigour*,1
liwc,affect,vile,1
liwc,affect,villain*,1
liwc,affect,violat*,1
liwc,affect,violent*,1
liwc,affect,virtue*,1
liwc,affect,virtuo*,1
liwc,affect,vital*,1
liwc,affect,vulnerab*,1
liwc,affect,vulture*,1
liwc,affect,war,1
liwc,affect,warfare*,1
liwc,affect,warm*,1
liwc,affect,warred,1
liwc,affect,warring,1
liwc,affect,wars,1
liwc,affect,weak*,1
liwc,affect,wealth*,1
liwc,affect,weapon*,1
liwc,affect,weep*,1
liwc,affect,weird*,1
liwc,affect,welcom*,1
liwc,affect,well*,1
liwc,affect,wept,1
liwc,affect,whine*,1
liwc,affect,whining,1
liwc,affect,whore*,1
liwc,affect,wicked*,1
liwc,affect,willing,1
liwc,affect,wimp*,1
liwc,affect,win,1
liwc,affect,winn*,1
liwc,affect,wins,1
liwc,affect,wisdom,1
liwc,affect,wise*,1
liwc,affect,witch,1
liwc,affect,woe*,1
liwc,affect,won,1
liwc,affect,wonderf*,1
liwc,affect,worr*,1
liwc,affect,worse*,1
liwc,affect,worship*,1
liwc,affect,worst,1
liwc,affect,worthless*,1
liwc,affect,worthwhile,1
liwc,affect,wow*,1
liwc,affect,wrong*,1
liwc,affect,yay,1
liwc,affect,yays,1
liwc,affect,yearn*,1
liwc,posemo,accept,1
liwc,posemo,accepta*,1
liwc,posemo,accepted,1
liwc,posemo,accepting,1
liwc,posemo,accepts,1
liwc,posemo,active*,1
liwc,posemo,admir*,1
liwc,posemo,ador*,1
liwc,posemo,advantag*,1
liwc,posemo,adventur*,1
liwc,posemo,affection*,1
liwc,posemo,agree,1
liwc,posemo,agreeab*,1
liwc,posemo,agreed,1
liwc,posemo,agreeing,1
liwc,posemo,agreement*,1
liwc,posemo,agrees,1
liwc,posemo,alright*,1
liwc,posemo,amaz*,1
liwc,posemo,amor*,1
liwc,posemo,amus*,1
liwc,posemo,aok,1
liwc,posemo,appreciat*,1
liwc,posemo,assur*,1
liwc,posemo,attachment*,1
liwc,posemo,attract*,1
liwc,posemo,award*,1
liwc,posemo,awesome,1
liwc,posemo,beaut*,1
liwc,posemo,beloved,1
liwc,posemo,benefic*,1
liwc,posemo,benefit,1
liwc,posemo,benefits,1
liwc,posemo,benefitt*,1
liwc,posemo,benevolen*,1
liwc,posemo,benign*,1
liwc,posemo,best,1
liwc,posemo,better,1
liwc,posemo,bless*,1
liwc,posemo,bold*,1
liwc,posemo,bonus*,1
liwc,posemo,brave*,1
liwc,posemo,bright*,1
liwc,posemo,brillian*,1
liwc,posemo,calm*,1
liwc,posemo,care,1
liwc,posemo,cared,1
liwc,posemo,carefree,1
liwc,posemo,careful*,1
liwc,posemo,cares,1
liwc,posemo,caring,1
liwc,posemo,casual,1
liwc,posemo,casually,1
liwc,posemo,certain*,1
liwc,posemo,challeng*,1
liwc,posemo,champ*,1
liwc,posemo,charit*,1
liwc,posemo,charm*,1
liwc,posemo,cheer*,1
liwc,posemo,cherish*,1
liwc,posemo,chuckl*,1
liwc,posemo,clever*,1
liwc,posemo,comed*,1
liwc,posemo,comfort*,1
liwc,posemo,commitment*,1
liwc,posemo,compassion*,1
liwc,posemo,compliment*,1
liwc,posemo,confidence,1
liwc,posemo,confident,1
liwc,posemo,confidently,1
liwc,posemo,considerate,1
liwc,posemo,contented*,1
liwc,posemo,contentment,1
liwc,posemo,convinc*,1
liwc,posemo,cool,1
liwc,posemo,courag*,1
liwc,posemo,create*,1
liwc,posemo,creati*,1
liwc,posemo,credit*,1
liwc,posemo,cute*,1
liwc,posemo,cutie*,1
liwc,posemo,daring,1
liwc,posemo,darlin*,1
liwc,posemo,dear*,1
liwc,posemo,definite,1
liwc,posemo,definitely,1
liwc,posemo,delectabl*,1
liwc,posemo,delicate*,1
liwc,posemo,delicious*,1
liwc,posemo,deligh*,1
liwc,posemo,determina*,1
liwc,posemo,determined,1
liwc,posemo,devot*,1
liwc,posemo,digni*,1
liwc,posemo,divin*,1
liwc,posemo,dynam*,1
liwc,posemo,eager*,1
liwc,posemo,ease*,1
liwc,posemo,easie*,1
liwc,posemo,easily,1
liwc,posemo,easiness,1
liwc,posemo,easing,1
liwc,posemo,easy*,1
liwc,posemo,ecsta*,1
liwc,posemo,efficien*,1
liwc,posemo,elegan*,1
liwc,posemo,encourag*,1
liwc,posemo,energ*,1
liwc,posemo,engag*,1
liwc,posemo,enjoy*,1
liwc,posemo,entertain*,1
liwc,posemo,enthus*,1
liwc,posemo,excel*,1
liwc,posemo,excit*,1
liwc,posemo,fab,1
liwc,posemo,fabulous*,1
liwc,posemo,faith*,1
liwc,posemo,fantastic*,1
liwc,posemo,favor*,1
liwc,posemo,favour*,1
liwc,posemo,fearless*,1
liwc,posemo,festiv*,1
liwc,posemo,fiesta*,1
liwc,posemo,fine,1
liwc,posemo,flatter*,1
liwc,posemo,flawless*,1
liwc,posemo,flexib*,1
liwc,posemo,flirt*,1
liwc,posemo,fond,1
liwc,posemo,fondly,1
liwc,posemo,fondness,1
liwc,posemo,forgave,1
liwc,posemo,forgiv*,1
liwc,posemo,free,1
liwc,posemo,free*,1
liwc,posemo,freeb*,1
liwc,posemo,freed*,1
liwc,posemo,freeing,1
liwc,posemo,freely,1
liwc,posemo,freeness,1
liwc,posemo,freer,1
liwc,posemo,frees*,1
liwc,posemo,friend*,1
liwc,posemo,fun,1
liwc,posemo,funn*,1
liwc,posemo,genero*,1
liwc,posemo,gentle,1
liwc,posemo,gentler,1
liwc,posemo,gentlest,1
liwc,posemo,gently,1
liwc,posemo,giggl*,1
liwc,posemo,giver*,1
liwc,posemo,giving,1
liwc,posemo,glad,1
liwc,posemo,gladly,1
liwc,posemo,glamor*,1
liwc,posemo,glamour*,1
liwc,posemo,glori*,1
liwc,posemo,glory,1
liwc,posemo,good,1
liwc,posemo,goodness,1
liwc,posemo,gorgeous*,1
liwc,posemo,grace,1
liwc,posemo,graced,1
liwc,posemo,graceful*,1
liwc,posemo,graces,1
liwc,posemo,graci*,1
liwc,posemo,grand,1
liwc,posemo,grande*,1
liwc,posemo,gratef*,1
liwc,posemo,grati*,1
liwc,posemo,great,1
liwc,posemo,grin,1
liwc,posemo,grinn*,1
liwc,posemo,grins,1
liwc,posemo,ha,1
liwc,posemo,haha*,1
liwc,posemo,handsom*,1
liwc,posemo,happi*,1
liwc,posemo,happy,1
liwc,posemo,harmless*,1
liwc,posemo,harmon*,1
liwc,posemo,heartfelt,1
liwc,posemo,heartwarm*,1
liwc,posemo,heaven*,1
liwc,posemo,heh*,1
liwc,posemo,helper*,1
liwc,posemo,helpful*,1
liwc,posemo,helping,1
liwc,posemo,helps,1
liwc,posemo,hero*,1
liwc,posemo,hilarious,1
liwc,posemo,hoho*,1
liwc,posemo,honest*,1
liwc,posemo,honor*,1
liwc,posemo,honour*,1
liwc,posemo,hope,1
liwc,posemo,hoped,1
liwc,posemo,hopeful,1
liwc,posemo,hopefully,1
liwc,posemo,hopefulness,1
liwc,posemo,hopes,1
liwc,posemo,hoping,1
liwc,posemo,hug,1
liwc,posemo,hugg*,1
liwc,posemo,hugs,1
liwc,posemo,humor*,1
liwc,posemo,humour*,1
liwc,posemo,hurra*,1
liwc,posemo,ideal*,1
liwc,posemo,importan*,1
liwc,posemo,impress*,1
liwc,posemo,improve*,1
liwc,posemo,improving,1
liwc,posemo,incentive*,1
liwc,posemo,innocen*,1
liwc,posemo,inspir*,1
liwc,posemo,intell*,1
liwc,posemo,interest*,1
liwc,posemo,invigor*,1
liwc,posemo,joke*,1
liwc,posemo,joking,1
liwc,posemo,joll*,1
liwc,posemo,joy*,1
liwc,posemo,keen*,1
liwc,posemo,kidding,1
liwc,posemo,kind,1
liwc,posemo,kindly,1
liwc,posemo,kindn*,1
liwc,posemo,kiss*,1
liwc,posemo,laidback,1
liwc,posemo,laugh*,1
liwc,posemo,libert*,1
liwc,posemo,like,1
liwc,posemo,likeab*,1
liwc,posemo,liked,1
liwc,posemo,likes,1
liwc,posemo,liking,1
liwc,posemo,livel*,1
liwc,posemo,LMAO,1
liwc,posemo,LOL,1
liwc,posemo,love,1
liwc,posemo,loved,1
liwc,posemo,lovely,1
liwc,posemo,lover*,1
liwc,posemo,loves,1
liwc,posemo,loving*,1
liwc,posemo,loyal*,1
liwc,posemo,luck,1
liwc,posemo,lucked,1
liwc,posemo,lucki*,1
liwc,posemo,lucks,1
liwc,posemo,lucky,1
liwc,posemo,madly,1
liwc,posemo,magnific*,1
liwc,posemo,merit*,1
liwc,posemo,merr*,1
liwc,posemo,neat*,1
liwc,posemo,nice*,1
liwc,posemo,nurtur*,1
liwc,posemo,ok,1
liwc,posemo,okay,1
liwc,posemo,okays,1
liwc,posemo,oks,1
liwc,posemo,openminded*,1
liwc,posemo,openness,1
liwc,posemo,opportun*,1
liwc,posemo,optimal*,1
liwc,posemo,optimi*,1
liwc,posemo,original,1
liwc,posemo,outgoing,1
liwc,posemo,painl*,1
liwc,posemo,palatabl*,1
liwc,posemo,paradise,1
liwc,posemo,partie*,1
liwc,posemo,party*,1
liwc,posemo,passion*,1
liwc,posemo,peace*,1
liwc,posemo,perfect*,1
liwc,posemo,play,1
liwc,posemo,played,1
liwc,posemo,playful*,1
liwc,posemo,playing,1
liwc,posemo,plays,1
liwc,posemo,pleasant*,1
liwc,posemo,please*,1
liwc,posemo,pleasing,1
liwc,posemo,pleasur*,1
liwc,posemo,popular*,1
liwc,posemo,positiv*,1
liwc,posemo,prais*,1
liwc,posemo,precious*,1
liwc,posemo,prettie*,1
liwc,posemo,pretty,1
liwc,posemo,pride,1
liwc,posemo,privileg*,1
liwc,posemo,prize*,1
liwc,posemo,profit*,1
liwc,posemo,promis*,1
liwc,posemo,proud*,1
liwc,posemo,radian*,1
liwc,posemo,readiness,1
liwc,posemo,ready,1
liwc,posemo,reassur*,1
liwc,posemo,relax*,1
liwc,posemo,relief,1
liwc,posemo,reliev*,1
liwc,posemo,resolv*,1
liwc,posemo,respect,1
liwc,posemo,revigor*,1
liwc,posemo,reward*,1
liwc,posemo,rich*,1
liwc,posemo,ROFL,1
liwc,posemo,romanc*,1
liwc,posemo,romantic*,1
liwc,posemo,safe*,1
liwc,posemo,satisf*,1
liwc,posemo,save,1
liwc,posemo,scrumptious*,1
liwc,posemo,secur*,1
liwc,posemo,sentimental*,1
liwc,posemo,share,1
liwc,posemo,shared,1
liwc,posemo,shares,1
liwc,posemo,sharing,1
liwc,posemo,silli*,1
liwc,posemo,silly,1
liwc,posemo,sincer*,1
liwc,posemo,smart*,1
liwc,posemo,smil*,1
liwc,posemo,sociab*,1
liwc,posemo,soulmate*,1
liwc,posemo,special,1
liwc,posemo,splend*,1
liwc,posemo,strength*,1
liwc,posemo,strong*,1
liwc,posemo,succeed*,1
liwc,posemo,success*,1
liwc,posemo,sunnier,1
liwc,posemo,sunniest,1
liwc,posemo,sunny,1
liwc,posemo,sunshin*,1
liwc,posemo,super,1
liwc,posemo,superior*,1
liwc,posemo,support,1
liwc,posemo,supported,1
liwc,posemo,supporter*,1
liwc,posemo,supporting,1
liwc,posemo,supportive*,1
liwc,posemo,supports,1
liwc,posemo,suprem*,1
liwc,posemo,sure*,1
liwc,posemo,surpris*,1
liwc,posemo,sweet,1
liwc,posemo,sweetheart*,1
liwc,posemo,sweetie*,1
liwc,posemo,sweetly,1
liwc,posemo,sweetness*,1
liwc,posemo,sweets,1
liwc,posemo,talent*,1
liwc,posemo,tehe,1
liwc,posemo,tender*,1
liwc,posemo,terrific*,1
liwc,posemo,thank,1
liwc,posemo,thanked,1
liwc,posemo,thankf*,1
liwc,posemo,thanks,1
