level1,level2,pattern,weight
liwc,posemo,thoughtful*,1
liwc,posemo,thrill*,1
liwc,posemo,toleran*,1
liwc,posemo,tranquil*,1
liwc,posemo,treasur*,1
liwc,posemo,treat,1
liwc,posemo,triumph*,1
liwc,posemo,TRUE,1
liwc,posemo,trueness,1
liwc,posemo,truer,1
liwc,posemo,truest,1
liwc,posemo,truly,1
liwc,posemo,trust*,1
liwc,posemo,truth*,1
liwc,posemo,useful*,1
liwc,posemo,valuabl*,1
liwc,posemo,value,1
liwc,posemo,valued,1
liwc,posemo,values,1
liwc,posemo,valuing,1
liwc,posemo,vigor*,1
liwc,posemo,vigour*,1
liwc,posemo,virtue*,1
liwc,posemo,virtuo*,1
liwc,posemo,vital*,1
liwc,posemo,warm*,1
liwc,posemo,wealth*,1
liwc,posemo,welcom*,1
liwc,posemo,well*,1
liwc,posemo,win,1
liwc,posemo,winn*,1
liwc,posemo,wins,1
liwc,posemo,wisdom,1
liwc,posemo,wise*,1
liwc,posemo,won,1
liwc,posemo,wonderf*,1
liwc,posemo,worship*,1
liwc,posemo,worthwhile,1
liwc,posemo,wow*,1
liwc,posemo,yay,1
liwc,posemo,yays,1
liwc,negemo,abandon*,1
liwc,negemo,abuse*,1
liwc,negemo,abusi*,1
liwc,negemo,ache*,1
liwc,negemo,aching,1
liwc,negemo,advers*,1
liwc,negemo,afraid,1
liwc,negemo,aggravat*,1
liwc,negemo,aggress*,1
liwc,negemo,agitat*,1
liwc,negemo,agoniz*,1
liwc,negemo,agony,1
liwc,negemo,alarm*,1
liwc,negemo,alone,1
liwc,negemo,anger*,1
liwc,negemo,angr*,1
liwc,negemo,anguish*,1
liwc,negemo,annoy*,1
liwc,negemo,antagoni*,1
liwc,negemo,anxi*,1
liwc,negemo,apath*,1
liwc,negemo,appall*,1
liwc,negemo,apprehens*,1
liwc,negemo,argh*,1
liwc,negemo,argu*,1
liwc,negemo,arrogan*,1
liwc,negemo,asham*,1
liwc,negemo,assault*,1
liwc,negemo,asshole*,1
liwc,negemo,attack*,1
liwc,negemo,aversi*,1
liwc,negemo,avoid*,1
liwc,negemo,awful,1
liwc,negemo,awkward*,1
liwc,negemo,bad,1
liwc,negemo,bashful*,1
liwc,negemo,bastard*,1
liwc,negemo,battl*,1
liwc,negemo,beaten,1
liwc,negemo,bitch*,1
liwc,negemo,bitter*,1
liwc,negemo,blam*,1
liwc,negemo,bore*,1
liwc,negemo,boring,1
liwc,negemo,bother*,1
liwc,negemo,broke,1
liwc,negemo,brutal*,1
liwc,negemo,burden*,1
liwc,negemo,careless*,1
liwc,negemo,cheat*,1
liwc,negemo,complain*,1
liwc,negemo,confront*,1
liwc,negemo,confus*,1
liwc,negemo,contempt*,1
liwc,negemo,contradic*,1
liwc,negemo,crap,1
liwc,negemo,crappy,1
liwc,negemo,craz*,1
liwc,negemo,cried,1
liwc,negemo,cries,1
liwc,negemo,critical,1
liwc,negemo,critici*,1
liwc,negemo,crude*,1
liwc,negemo,cruel*,1
liwc,negemo,crushed,1
liwc,negemo,cry,1
liwc,negemo,crying,1
liwc,negemo,cunt*,1
liwc,negemo,cut,1
liwc,negemo,cynic*,1
liwc,negemo,damag*,1
liwc,negemo,damn*,1
liwc,negemo,danger*,1
liwc,negemo,daze*,1
liwc,negemo,decay*,1
liwc,negemo,defeat*,1
liwc,negemo,defect*,1
liwc,negemo,defenc*,1
liwc,negemo,defens*,1
liwc,negemo,degrad*,1
liwc,negemo,depress*,1
liwc,negemo,depriv*,1
liwc,negemo,despair*,1
liwc,negemo,desperat*,1
liwc,negemo,despis*,1
liwc,negemo,destroy*,1
liwc,negemo,destruct*,1
liwc,negemo,devastat*,1
liwc,negemo,devil*,1
liwc,negemo,difficult*,1
liwc,negemo,disadvantage*,1
liwc,negemo,disagree*,1
liwc,negemo,disappoint*,1
liwc,negemo,disaster*,1
liwc,negemo,discomfort*,1
liwc,negemo,discourag*,1
liwc,negemo,disgust*,1
liwc,negemo,dishearten*,1
liwc,negemo,disillusion*,1
liwc,negemo,dislike,1
liwc,negemo,disliked,1
liwc,negemo,dislikes,1
liwc,negemo,disliking,1
liwc,negemo,dismay*,1
liwc,negemo,dissatisf*,1
liwc,negemo,distract*,1
liwc,negemo,distraught,1
liwc,negemo,distress*,1
liwc,negemo,distrust*,1
liwc,negemo,disturb*,1
liwc,negemo,domina*,1
liwc,negemo,doom*,1
liwc,negemo,dork*,1
liwc,negemo,doubt*,1
liwc,negemo,dread*,1
liwc,negemo,dull*,1
liwc,negemo,dumb*,1
liwc,negemo,dump*,1
liwc,negemo,dwell*,1
liwc,negemo,egotis*,1
liwc,negemo,embarrass*,1
liwc,negemo,emotional,1
liwc,negemo,empt*,1
liwc,negemo,enemie*,1
liwc,negemo,enemy*,1
liwc,negemo,enrag*,1
liwc,negemo,envie*,1
liwc,negemo,envious,1
liwc,negemo,envy*,1
liwc,negemo,evil*,1
liwc,negemo,excruciat*,1
liwc,negemo,exhaust*,1
liwc,negemo,fail*,1
liwc,negemo,fake,1
liwc,negemo,fatal*,1
liwc,negemo,fatigu*,1
liwc,negemo,fault*,1
liwc,negemo,fear,1
liwc,negemo,feared,1
liwc,negemo,fearful*,1
liwc,negemo,fearing,1
liwc,negemo,fears,1
liwc,negemo,feroc*,1
liwc,negemo,feud*,1
liwc,negemo,fiery,1
liwc,negemo,fight*,1
liwc,negemo,fired,1
liwc,negemo,flunk*,1
liwc,negemo,foe*,1
liwc,negemo,fool*,1
liwc,negemo,forbid*,1
liwc,negemo,fought,1
liwc,negemo,frantic*,1
liwc,negemo,freak*,1
liwc,negemo,fright*,1
liwc,negemo,frustrat*,1
liwc,negemo,fuck,1
liwc,negemo,fucked*,1
liwc,negemo,fucker*,1
liwc,negemo,fuckin*,1
liwc,negemo,fucks,1
liwc,negemo,fume*,1
liwc,negemo,fuming,1
liwc,negemo,furious*,1
liwc,negemo,fury,1
liwc,negemo,geek*,1
liwc,negemo,gloom*,1
liwc,negemo,goddam*,1
liwc,negemo,gossip*,1
liwc,negemo,grave*,1
liwc,negemo,greed*,1
liwc,negemo,grief,1
liwc,negemo,griev*,1
liwc,negemo,grim*,1
liwc,negemo,gross*,1
liwc,negemo,grouch*,1
liwc,negemo,grr*,1
liwc,negemo,guilt*,1
liwc,negemo,harass*,1
liwc,negemo,harm,1
liwc,negemo,harmed,1
liwc,negemo,harmful*,1
liwc,negemo,harming,1
liwc,negemo,harms,1
liwc,negemo,hate,1
liwc,negemo,hated,1
liwc,negemo,hateful*,1
liwc,negemo,hater*,1
liwc,negemo,hates,1
liwc,negemo,hating,1
liwc,negemo,hatred,1
liwc,negemo,heartbreak*,1
liwc,negemo,heartbroke*,1
liwc,negemo,heartless*,1
liwc,negemo,hell,1
liwc,negemo,hellish,1
liwc,negemo,helpless*,1
liwc,negemo,hesita*,1
liwc,negemo,homesick*,1
liwc,negemo,hopeless*,1
liwc,negemo,horr*,1
liwc,negemo,hostil*,1
liwc,negemo,humiliat*,1
liwc,negemo,hurt*,1
liwc,negemo,idiot,1
liwc,negemo,ignor*,1
liwc,negemo,immoral*,1
liwc,negemo,impatien*,1
liwc,negemo,impersonal,1
liwc,negemo,impolite*,1
liwc,negemo,inadequa*,1
liwc,negemo,indecis*,1
liwc,negemo,ineffect*,1
liwc,negemo,inferior*,1
liwc,negemo,inhib*,1
liwc,negemo,insecur*,1
liwc,negemo,insincer*,1
liwc,negemo,insult*,1
liwc,negemo,interrup*,1
liwc,negemo,intimidat*,1
liwc,negemo,irrational*,1
liwc,negemo,irrita*,1
liwc,negemo,isolat*,1
liwc,negemo,jaded,1
liwc,negemo,jealous*,1
liwc,negemo,jerk,1
liwc,negemo,jerked,1
liwc,negemo,jerks,1
liwc,negemo,kill*,1
liwc,negemo,lame*,1
liwc,negemo,lazie*,1
liwc,negemo,lazy,1
liwc,negemo,liabilit*,1
liwc,negemo,liar*,1
liwc,negemo,lied,1
liwc,negemo,lies,1
liwc,negemo,lone*,1
liwc,negemo,longing*,1
liwc,negemo,lose,1
liwc,negemo,loser*,1
liwc,negemo,loses,1
liwc,negemo,losing,1
liwc,negemo,loss*,1
liwc,negemo,lost,1
liwc,negemo,lous*,1
liwc,negemo,low*,1
liwc,negemo,luckless*,1
liwc,negemo,ludicrous*,1
liwc,negemo,lying,1
liwc,negemo,mad,1
liwc,negemo,maddening,1
liwc,negemo,madder,1
liwc,negemo,maddest,1
liwc,negemo,maniac*,1
liwc,negemo,masochis*,1
liwc,negemo,melanchol*,1
liwc,negemo,mess,1
liwc,negemo,messy,1
liwc,negemo,miser*,1
liwc,negemo,miss,1
liwc,negemo,missed,1
liwc,negemo,misses,1
liwc,negemo,missing,1
liwc,negemo,mistak*,1
liwc,negemo,mock,1
liwc,negemo,mocked,1
liwc,negemo,mocker*,1
liwc,negemo,mocking,1
liwc,negemo,mocks,1
liwc,negemo,molest*,1
liwc,negemo,mooch*,1
liwc,negemo,moodi*,1
liwc,negemo,moody,1
liwc,negemo,moron*,1
liwc,negemo,mourn*,1
liwc,negemo,murder*,1
liwc,negemo,nag*,1
liwc,negemo,nast*,1
liwc,negemo,needy,1
liwc,negemo,neglect*,1
liwc,negemo,nerd*,1
liwc,negemo,nervous*,1
liwc,negemo,neurotic*,1
liwc,negemo,numb*,1
liwc,negemo,obnoxious*,1
liwc,negemo,obsess*,1
liwc,negemo,offence*,1
liwc,negemo,offend*,1
liwc,negemo,offens*,1
liwc,negemo,outrag*,1
liwc,negemo,overwhelm*,1
liwc,negemo,pain,1
liwc,negemo,pained,1
liwc,negemo,painf*,1
liwc,negemo,paining,1
liwc,negemo,pains,1
liwc,negemo,panic*,1
liwc,negemo,paranoi*,1
liwc,negemo,pathetic*,1
liwc,negemo,peculiar*,1
liwc,negemo,perver*,1
liwc,negemo,pessimis*,1
liwc,negemo,petrif*,1
liwc,negemo,pettie*,1
liwc,negemo,petty*,1
liwc,negemo,phobi*,1
liwc,negemo,piss*,1
liwc,negemo,piti*,1
liwc,negemo,pity*,1
liwc,negemo,poison*,1
liwc,negemo,prejudic*,1
liwc,negemo,pressur*,1
liwc,negemo,prick*,1
liwc,negemo,problem*,1
liwc,negemo,protest,1
liwc,negemo,protested,1
liwc,negemo,protesting,1
liwc,negemo,puk*,1
liwc,negemo,punish*,1
liwc,negemo,rage*,1
liwc,negemo,raging,1
liwc,negemo,rancid*,1
liwc,negemo,rape*,1
liwc,negemo,raping,1
liwc,negemo,rapist*,1
liwc,negemo,rebel*,1
liwc,negemo,reek*,1
liwc,negemo,regret*,1
liwc,negemo,reject*,1
liwc,negemo,reluctan*,1
liwc,negemo,remorse*,1
liwc,negemo,repress*,1
liwc,negemo,resent*,1
liwc,negemo,resign*,1
liwc,negemo,restless*,1
liwc,negemo,revenge*,1
liwc,negemo,ridicul*,1
liwc,negemo,rigid*,1
liwc,negemo,risk*,1
liwc,negemo,rotten,1
liwc,negemo,rude*,1
liwc,negemo,ruin*,1
liwc,negemo,sad,1
liwc,negemo,sadde*,1
liwc,negemo,sadly,1
liwc,negemo,sadness,1
liwc,negemo,sarcas*,1
liwc,negemo,savage*,1
liwc,negemo,scare*,1
liwc,negemo,scaring,1
liwc,negemo,scary,1
liwc,negemo,sceptic*,1
liwc,negemo,scream*,1
liwc,negemo,screw*,1
liwc,negemo,selfish*,1
liwc,negemo,serious,1
liwc,negemo,seriously,1
liwc,negemo,seriousness,1
liwc,negemo,severe*,1
liwc,negemo,shake*,1
liwc,negemo,shaki*,1
liwc,negemo,shaky,1
liwc,negemo,shame*,1
liwc,negemo,shit*,1
liwc,negemo,shock*,1
liwc,negemo,shook,1
liwc,negemo,shy*,1
liwc,negemo,sicken*,1
liwc,negemo,sin,1
liwc,negemo,sinister,1
liwc,negemo,sins,1
liwc,negemo,skeptic*,1
liwc,negemo,slut*,1
liwc,negemo,smother*,1
liwc,negemo,smug*,1
liwc,negemo,snob*,1
liwc,negemo,sob,1
liwc,negemo,sobbed,1
liwc,negemo,sobbing,1
liwc,negemo,sobs,1
liwc,negemo,solemn*,1
liwc,negemo,sorrow*,1
liwc,negemo,sorry,1
liwc,negemo,spite*,1
liwc,negemo,stammer*,1
liwc,negemo,stank,1
liwc,negemo,startl*,1
liwc,negemo,steal*,1
liwc,negemo,stench*,1
liwc,negemo,stink*,1
liwc,negemo,strain*,1
liwc,negemo,strange,1
liwc,negemo,stress*,1
liwc,negemo,struggl*,1
liwc,negemo,stubborn*,1
liwc,negemo,stunk,1
liwc,negemo,stunned,1
liwc,negemo,stuns,1
liwc,negemo,stupid*,1
liwc,negemo,stutter*,1
liwc,negemo,submissive*,1
liwc,negemo,suck,1
liwc,negemo,sucked,1
liwc,negemo,sucker*,1
liwc,negemo,sucks,1
liwc,negemo,sucky,1
liwc,negemo,suffer,1
liwc,negemo,suffered,1
liwc,negemo,sufferer*,1
liwc,negemo,suffering,1
liwc,negemo,suffers,1
liwc,negemo,suspicio*,1
liwc,negemo,tantrum*,1
liwc,negemo,tears,1
liwc,negemo,teas*,1
liwc,negemo,temper,1
liwc,negemo,tempers,1
liwc,negemo,tense*,1
liwc,negemo,tensing,1
liwc,negemo,tension*,1
liwc,negemo,terribl*,1
liwc,negemo,terrified,1
liwc,negemo,terrifies,1
liwc,negemo,terrify,1
liwc,negemo,terrifying,1
liwc,negemo,terror*,1
liwc,negemo,thief,1
liwc,negemo,thieve*,1
liwc,negemo,threat*,1
liwc,negemo,ticked,1
liwc,negemo,timid*,1
liwc,negemo,tortur*,1
liwc,negemo,tough*,1
liwc,negemo,traged*,1
liwc,negemo,tragic*,1
liwc,negemo,trauma*,1
liwc,negemo,trembl*,1
liwc,negemo,trick*,1
liwc,negemo,trite,1
liwc,negemo,trivi*,1
liwc,negemo,troubl*,1
liwc,negemo,turmoil,1
liwc,negemo,ugh,1
liwc,negemo,ugl*,1
liwc,negemo,unattractive,1
liwc,negemo,uncertain*,1
liwc,negemo,uncomfortabl*,1
liwc,negemo,uncontrol*,1
liwc,negemo,uneas*,1
liwc,negemo,unfortunate*,1
liwc,negemo,unfriendly,1
liwc,negemo,ungrateful*,1
liwc,negemo,unhapp*,1
liwc,negemo,unimportant,1
liwc,negemo,unimpress*,1
liwc,negemo,unkind,1
liwc,negemo,unlov*,1
liwc,negemo,unpleasant,1
liwc,negemo,unprotected,1
liwc,negemo,unsavo*,1
liwc,negemo,unsuccessful*,1
liwc,negemo,unsure*,1
liwc,negemo,unwelcom*,1
liwc,negemo,upset*,1
liwc,negemo,uptight*,1
liwc,negemo,useless*,1
liwc,negemo,vain,1
liwc,negemo,vanity,1
liwc,negemo,vicious*,1
liwc,negemo,victim*,1
liwc,negemo,vile,1
liwc,negemo,villain*,1
liwc,negemo,violat*,1
liwc,negemo,violent*,1
liwc,negemo,vulnerab*,1
liwc,negemo,vulture*,1
liwc,negemo,war,1
liwc,negemo,warfare*,1
liwc,negemo,warred,1
liwc,negemo,warring,1
liwc,negemo,wars,1
liwc,negemo,weak*,1
liwc,negemo,weapon*,1
liwc,negemo,weep*,1
liwc,negemo,weird*,1
liwc,negemo,wept,1
liwc,negemo,whine*,1
liwc,negemo,whining,1
liwc,negemo,whore*,1
liwc,negemo,wicked*,1
liwc,negemo,wimp*,1
liwc,negemo,witch,1
liwc,negemo,woe*,1
liwc,negemo,worr*,1
liwc,negemo,worse*,1
liwc,negemo,worst,1
liwc,negemo,worthless*,1
liwc,negemo,wrong*,1
liwc,negemo,yearn*,1
liwc,anx,afraid,1
liwc,anx,alarm*,1
liwc,anx,anguish*,1
liwc,anx,anxi*,1
liwc,anx,apprehens*,1
liwc,anx,asham*,1
liwc,anx,aversi*,1
liwc,anx,avoid*,1
liwc,anx,awkward*,1
liwc,anx,confus*,1
liwc,anx,craz*,1
liwc,anx,desperat*,1
liwc,anx,discomfort*,1
liwc,anx,distract*,1
liwc,anx,distraught,1
liwc,anx,distress*,1
liwc,anx,disturb*,1
liwc,anx,doubt*,1
liwc,anx,dread*,1
liwc,anx,dwell*,1
liwc,anx,embarrass*,1
liwc,anx,emotional,1
liwc,anx,fear,1
liwc,anx,feared,1
liwc,anx,fearful*,1
liwc,anx,fearing,1
liwc,anx,fears,1
liwc,anx,frantic*,1
liwc,anx,fright*,1
liwc,anx,guilt*,1
liwc,anx,hesita*,1
liwc,anx,horr*,1
liwc,anx,humiliat*,1
liwc,anx,impatien*,1
liwc,anx,inadequa*,1
liwc,anx,indecis*,1
liwc,anx,inhib*,1
liwc,anx,insecur*,1
liwc,anx,irrational*,1
liwc,anx,irrita*,1
liwc,anx,miser*,1
liwc,anx,nervous*,1
liwc,anx,neurotic*,1
liwc,anx,obsess*,1
liwc,anx,overwhelm*,1
liwc,anx,panic*,1
liwc,anx,petrif*,1
liwc,anx,phobi*,1
liwc,anx,pressur*,1
liwc,anx,reluctan*,1
liwc,anx,repress*,1
liwc,anx,restless*,1
liwc,anx,rigid*,1
liwc,anx,risk*,1
liwc,anx,scare*,1
liwc,anx,scaring,1
liwc,anx,scary,1
liwc,anx,shake*,1
liwc,anx,shaki*,1
liwc,anx,shaky,1
liwc,anx,shame*,1
liwc,anx,shook,1
liwc,anx,shy*,1
liwc,anx,sicken*,1
liwc,anx,startl*,1
liwc,anx,strain*,1
liwc,anx,stress*,1
liwc,anx,struggl*,1
liwc,anx,stunned,1
liwc,anx,stuns,1
liwc,anx,suspicio*,1
liwc,anx,tense*,1
liwc,anx,tensing,1
liwc,anx,tension*,1
liwc,anx,terrified,1
liwc,anx,terrifies,1
liwc,anx,terrify,1
liwc,anx,terrifying,1
liwc,anx,terror*,1
liwc,anx,timid*,1
liwc,anx,trembl*,1
liwc,anx,turmoil,1
liwc,anx,uncertain*,1
liwc,anx,uncomfortabl*,1
liwc,anx,uncontrol*,1
liwc,anx,uneas*,1
liwc,anx,unsure*,1
liwc,anx,upset*,1
liwc,anx,uptight*,1
liwc,anx,vulnerab*,1
liwc,anx,worr*,1
liwc,anger,abuse*,1
liwc,anger,abusi*,1
liwc,anger,aggravat*,1
liwc,anger,aggress*,1
liwc,anger,agitat*,1
liwc,anger,anger*,1
liwc,anger,angr*,1
liwc,anger,annoy*,1
liwc,anger,antagoni*,1
liwc,anger,argh*,1
liwc,anger,argu*,1
liwc,anger,arrogan*,1
liwc,anger,assault*,1
liwc,anger,asshole*,1
liwc,anger,attack*,1
liwc,anger,bastard*,1
liwc,anger,battl*,1
liwc,anger,beaten,1
liwc,anger,bitch*,1
liwc,anger,bitter*,1
liwc,anger,blam*,1
liwc,anger,bother*,1
liwc,anger,brutal*,1
liwc,anger,cheat*,1
liwc,anger,confront*,1
liwc,anger,contempt*,1
liwc,anger,contradic*,1
liwc,anger,crap,1
liwc,anger,crappy,1
liwc,anger,critical,1
liwc,anger,critici*,1
liwc,anger,crude*,1
liwc,anger,cruel*,1
liwc,anger,cunt*,1
liwc,anger,cut,1
liwc,anger,cynic*,1
liwc,anger,damn*,1
liwc,anger,danger*,1
liwc,anger,defenc*,1
liwc,anger,defens*,1
liwc,anger,despis*,1
liwc,anger,destroy*,1
liwc,anger,destruct*,1
liwc,anger,disgust*,1
liwc,anger,distrust*,1
liwc,anger,domina*,1
liwc,anger,dumb*,1
liwc,anger,dump*,1
liwc,anger,enemie*,1
liwc,anger,enemy*,1
liwc,anger,enrag*,1
liwc,anger,envie*,1
liwc,anger,envious,1
liwc,anger,envy*,1
liwc,anger,evil*,1
liwc,anger,feroc*,1
liwc,anger,feud*,1
liwc,anger,fiery,1
liwc,anger,fight*,1
liwc,anger,foe*,1
liwc,anger,fought,1
liwc,anger,frustrat*,1
liwc,anger,fuck,1
liwc,anger,fucked*,1
liwc,anger,fucker*,1
liwc,anger,fuckin*,1
liwc,anger,fucks,1
liwc,anger,fume*,1
liwc,anger,fuming,1
liwc,anger,furious*,1
liwc,anger,fury,1
liwc,anger,goddam*,1
liwc,anger,greed*,1
liwc,anger,grouch*,1
liwc,anger,grr*,1
liwc,anger,harass*,1
liwc,anger,hate,1
liwc,anger,hated,1
liwc,anger,hateful*,1
liwc,anger,hater*,1
liwc,anger,hates,1
liwc,anger,hating,1
liwc,anger,hatred,1
liwc,anger,heartless*,1
liwc,anger,hell,1
liwc,anger,hellish,1
liwc,anger,hostil*,1
liwc,anger,humiliat*,1
liwc,anger,idiot*,1
liwc,anger,insult*,1
liwc,anger,interrup*,1
liwc,anger,intimidat*,1
liwc,anger,jealous*,1
liwc,anger,jerk,1
liwc,anger,jerked,1
liwc,anger,jerks,1
liwc,anger,kill*,1
liwc,anger,liar*,1
liwc,anger,lied,1
liwc,anger,lies,1
liwc,anger,lous*,1
liwc,anger,ludicrous*,1
liwc,anger,lying,1
liwc,anger,mad,1
liwc,anger,maddening,1
liwc,anger,madder,1
liwc,anger,maddest,1
liwc,anger,maniac*,1
liwc,anger,mock,1
liwc,anger,mocked,1
liwc,anger,mocker*,1
liwc,anger,mocking,1
liwc,anger,mocks,1
liwc,anger,molest*,1
liwc,anger,moron*,1
liwc,anger,murder*,1
liwc,anger,nag*,1
liwc,anger,nast*,1
liwc,anger,obnoxious*,1
liwc,anger,offence*,1
liwc,anger,offend*,1
liwc,anger,offens*,1
liwc,anger,outrag*,1
liwc,anger,paranoi*,1
liwc,anger,pettie*,1
liwc,anger,petty*,1
liwc,anger,piss*,1
liwc,anger,poison*,1
liwc,anger,prejudic*,1
liwc,anger,prick*,1
liwc,anger,protest,1
liwc,anger,protested,1
liwc,anger,protesting,1
liwc,anger,punish*,1
liwc,anger,rage*,1
liwc,anger,raging,1
liwc,anger,rape*,1
liwc,anger,raping,1
liwc,anger,rapist*,1
liwc,anger,rebel*,1
liwc,anger,resent*,1
liwc,anger,revenge*,1
liwc,anger,ridicul*,1
liwc,anger,rude*,1
liwc,anger,sarcas*,1
liwc,anger,savage*,1
liwc,anger,sceptic*,1
liwc,anger,screw*,1
liwc,anger,shit*,1
liwc,anger,sinister,1
liwc,anger,skeptic*,1
liwc,anger,smother*,1
liwc,anger,snob*,1
liwc,anger,spite*,1
liwc,anger,stubborn*,1
liwc,anger,stupid*,1
liwc,anger,suck,1
liwc,anger,sucked,1
liwc,anger,sucker*,1
liwc,anger,sucks,1
liwc,anger,sucky,1
liwc,anger,tantrum*,1
liwc,anger,teas*,1
liwc,anger,temper,1
liwc,anger,tempers,1
liwc,anger,terrify,1
liwc,anger,threat*,1
liwc,anger,ticked,1
liwc,anger,tortur*,1
liwc,anger,trick*,1
liwc,anger,ugl*,1
liwc,anger,vicious*,1
liwc,anger,victim*,1
liwc,anger,vile,1
liwc,anger,villain*,1
liwc,anger,violat*,1
liwc,anger,violent*,1
liwc,anger,war,1
liwc,anger,warfare*,1
liwc,anger,warred,1
liwc,anger,warring,1
liwc,anger,wars,1
liwc,anger,weapon*,1
liwc,anger,wicked*,1
liwc,sad,abandon*,1
liwc,sad,ache*,1
liwc,sad,aching,1
liwc,sad,agoniz*,1
liwc,sad,agony,1
liwc,sad,alone,1
liwc,sad,broke,1
liwc,sad,cried,1
liwc,sad,cries,1
liwc,sad,crushed,1
liwc,sad,cry,1
liwc,sad,crying,1
liwc,sad,damag*,1
liwc,sad,defeat*,1
liwc,sad,depress*,1
liwc,sad,depriv*,1
liwc,sad,despair*,1
liwc,sad,devastat*,1
liwc,sad,disadvantage*,1
liwc,sad,disappoint*,1
liwc,sad,discourag*,1
liwc,sad,dishearten*,1
liwc,sad,disillusion*,1
liwc,sad,dissatisf*,1
liwc,sad,doom*,1
liwc,sad,dull*,1
liwc,sad,empt*,1
liwc,sad,fail*,1
liwc,sad,fatigu*,1
liwc,sad,flunk*,1
liwc,sad,gloom*,1
liwc,sad,grave*,1
liwc,sad,grief,1
liwc,sad,griev*,1
liwc,sad,grim*,1
liwc,sad,heartbreak*,1
liwc,sad,heartbroke*,1
liwc,sad,helpless*,1
liwc,sad,homesick*,1
liwc,sad,hopeless*,1
liwc,sad,hurt*,1
liwc,sad,inadequa*,1
liwc,sad,inferior*,1
liwc,sad,isolat*,1
liwc,sad,lame*,1
liwc,sad,lone*,1
liwc,sad,longing*,1
liwc,sad,lose,1
liwc,sad,loser*,1
liwc,sad,loses,1
liwc,sad,losing,1
liwc,sad,loss*,1
liwc,sad,lost,1
liwc,sad,low*,1
liwc,sad,melanchol*,1
liwc,sad,miser*,1
liwc,sad,miss,1
liwc,sad,missed,1
liwc,sad,misses,1
liwc,sad,missing,1
liwc,sad,mourn*,1
liwc,sad,neglect*,1
liwc,sad,overwhelm*,1
liwc,sad,pathetic*,1
liwc,sad,pessimis*,1
liwc,sad,piti*,1
liwc,sad,pity*,1
liwc,sad,regret*,1
liwc,sad,reject*,1
liwc,sad,remorse*,1
liwc,sad,resign*,1
liwc,sad,ruin*,1
liwc,sad,sad,1
liwc,sad,sadde*,1
liwc,sad,sadly,1
liwc,sad,sadness,1
liwc,sad,sob,1
liwc,sad,sobbed,1
liwc,sad,sobbing,1
liwc,sad,sobs,1
liwc,sad,solemn*,1
liwc,sad,sorrow*,1
liwc,sad,suffer,1
liwc,sad,suffered,1
liwc,sad,sufferer*,1
liwc,sad,suffering,1
liwc,sad,suffers,1
liwc,sad,tears,1
liwc,sad,traged*,1
liwc,sad,tragic*,1
liwc,sad,unhapp*,1
liwc,sad,unimportant,1
liwc,sad,unsuccessful*,1
liwc,sad,useless*,1
liwc,sad,weep*,1
liwc,sad,wept,1
liwc,sad,whine*,1
liwc,sad,whining,1
liwc,sad,woe*,1
liwc,sad,worthless*,1
liwc,sad,yearn*,1
liwc,insight,accept,1
liwc,insight,accepta*,1
liwc,insight,accepted,1
liwc,insight,accepting,1
liwc,insight,accepts,1
liwc,insight,acknowledg*,1
liwc,insight,adjust*,1
liwc,insight,admit,1
liwc,insight,admits,1
liwc,insight,admitted,1
liwc,insight,admitting,1
liwc,insight,afterthought*,1
liwc,insight,analy*,1
liwc,insight,answer*,1
liwc,insight,appreciat*,1
liwc,insight,assum*,1
liwc,insight,attent*,1
liwc,insight,aware*,1
liwc,insight,became,1
liwc,insight,become,1
liwc,insight,becomes,1
liwc,insight,becoming,1
liwc,insight,belief*,1
liwc,insight,believe,1
liwc,insight,believed,1
liwc,insight,believes,1
liwc,insight,believing,1
liwc,insight,categor*,1
liwc,insight,choice*,1
liwc,insight,choos*,1
liwc,insight,clarif*,1
liwc,insight,closure,1
liwc,insight,cohere*,1
liwc,insight,complex*,1
liwc,insight,complica*,1
liwc,insight,compreh*,1
liwc,insight,concentrat*,1
liwc,insight,conclud*,1
liwc,insight,conclus*,1
liwc,insight,confess*,1
liwc,insight,conscious*,1
liwc,insight,consider,1
liwc,insight,considered,1
liwc,insight,considering,1
liwc,insight,considers,1
liwc,insight,contemplat*,1
liwc,insight,correlat*,1
liwc,insight,curio*,1
liwc,insight,decid*,1
liwc,insight,decis*,1
liwc,insight,deduc*,1
liwc,insight,define,1
liwc,insight,defines,1
liwc,insight,defining,1
liwc,insight,determina*,1
liwc,insight,determine,1
liwc,insight,determined,1
liwc,insight,determines,1
liwc,insight,determining,1
liwc,insight,differentiat*,1
liwc,insight,discern*,1
liwc,insight,disclo*,1
liwc,insight,discover*,1
liwc,insight,distinguish*,1
liwc,insight,effect*,1
liwc,insight,enlighten*,1
liwc,insight,evaluat*,1
liwc,insight,examin*,1
liwc,insight,explain,1
liwc,insight,explained,1
liwc,insight,explaining,1
liwc,insight,explains,1
liwc,insight,explanat*,1
liwc,insight,explor*,1
liwc,insight,feel,1
liwc,insight,feeling*,1
liwc,insight,feels,1
liwc,insight,felt,1
liwc,insight,figur*,1
liwc,insight,find*,1
liwc,insight,forgave,1
liwc,insight,forgiv*,1
liwc,insight,found,1
liwc,insight,grasp*,1
liwc,insight,idea,1
liwc,insight,ideas,1
liwc,insight,identif*,1
liwc,insight,imagin*,1
liwc,insight,induc*,1
